Naslov;Kategorija;Tekst
Kad je teško, ‘gusto‘ i malo vremena do kraja, samo ponavljam: ‘Izdrži još malo, sad ćemo zabiti‘;Rukomet;"Ima tomu sada i koji mjesec više od godinu dana od kako Hrvatska u rukometu ima novog kapetana nacionalne momčadi. Legendarni Đakovčanin Domagoj Duvnjak oprostio se od reprezentativnog dresa u veljači prošle godine, s finalom SP protiv Danaca. Skinuo je majicu, a baklju lučonošu ove momčadi prepustio Ivanu Martinoviću. Visoki i vječno nasmiješeni pozitivac, takav smo barem dojam sami stekli, onako, sa strane u povremenim praćenjima ove momčadi. Mladić koji je početkom ove godine bio i jedan od trojice službenih kandidata za IHF-ovu nagradu za najboljeg rukometaša svijeta za 2025. Konkurencija su mu bili Danci, Matias Gidsel i Emil Nielsen. Lijepo društvo. Dostojno našeg Ivana. Kada je preuzeo na sebe kapetansku ulogu, ali još i danas, više od godinu dana kasnije, usta su mu puna Domagoja Duvnjaka. - ""Tako nas je Dule učio""; ""To je sve Duvnjakov pristup""; ""Rasli smo, stasali i borili se za Hrvatsku onako kako je to Duvnjak činio""; ""Dule nam je nadahnuće""... Sve su to rečenice koje je Ivan Martinović odašiljao prije godinu dana, ali odašilje i dan-danas. Doslovno ne dopušta odlazak Duvnjakovog ""duha"" iz svlačionice, iz ove reprezentacije. Jednako je mislio međutim i puno prije, na svojem reprezentativnom početku... - Svi znaju da je Dule oduvijek bio moj idol, i naravno Ivano Balić, kada su u pitanju ti trikovi koje apsolutno obožavam. A Dule kao vođa, kao osoba izvan terena, pokazao je kako se treba boriti za Hrvatsku i kako se ponašati izvan igre - tako zbori Domagoj Duvnjak sada, u travnju 2026. u razgovoru za mrežnu stranicu Europskog rukometnog saveza, EHF. Ono što nije izneseno ona stranicama EHF-a, a daje dodatnu poveznicu Martinovića i Duvnjaka je i podatak da je Martinović kada je prvi put pozvan u A vrstu, na pripreme za kvalifikacije za EP 2020., u Osijeku bio cimer baš s... Domagoj Duvnjakom. Pet godina kasnije će se ispostaviti da je to zapravo bila ""soba kapetana"". Da, ima i neka fotka iz 2010. s EP u Austriji kada se pak Ivano Balić fotografirao u Beču društvu malih hrvatskih navijača, a jedan od njih je bio Ivan Martinović. Tada je bio klinac od 12 godina, u svom rodnom Beču. Da, naravno da je navijao i bio opčinjen Hrvatskom, a ne državom rođenja. Nisu mu to baš dobro prihvatili u Austrijskom rukometnom savezu, koju godinu kasnije kada je već odlučio igrati za domovinu svojih roditelja. U biti, i za svoju domovinu. No, ostavimo se davnašnje ljutnje Austrijanaca i vratimo intervjuu za eurohandball.com. Ivan Martinović je desni vanjski, ali počeo je kao desno krilo. Slično? Pa, možda. Evo što o tomu veli Ivan. - Znam kako je čekati loptu kao krilni igrač, pa zato danas volim dodavati na krilo jer znam da nije lako samo trčati gore-dolje bez dobivanja lopte. Mislim da su krila zadovoljna mojim dosadašnjim asistencijama. Na svakoj poziciji uvijek morate skupiti iskustvo koje vam pomaže, tijekom cijele utakmice, u obrani i napadu. Kad sam bio još mali i mlad, igrao sam sa svojim starijim bratom i starijom generacijom, uvijek počevši na krilu dok se nisam probio do desnog vanjskog - objašnjava Ivan i nastavlja. Koliko god danas bio etablirani igrač svjetske klase, kapetan hrvatske reprezentacije, Ivan Martinović priznaje da uči još uvijek, dan-danas. Dosta toga s promijenilo ljetos, kada je stigao u moćni Veszprem."
Rijekine neviđene muke: Kadar na rubu pucanja, u momčad uskaču ‘zaboravljeni‘ igrači;Nogomet;Rijeka je na Maksimir stigla već dobrano načeta, bez nekoliko važnih igrača, i iz takvih okolnosti uspjela je izvući bod nade. No, ono što je osvojeno protiv Dinama skupo je plaćeno. Ne samo u potrošnji, nego i u novim kadrovskim problemima koji su Sanchezu dodatno suzili ionako kratak roster uoči gostovanja u Varaždinu. Već neko vrijeme nema Vignata, Mile Škorić je gotovo zaboravljen u kadru, od Osijeka su izvan stroja zbog ozljeda i Toni Fruk te nesretni Teo Barišić. Međutim, kao da ništa od toga nije bilo dovoljno, novi problemi stigli su praktički odmah po početku utakmice na Maksimiru. Susret je tek krenuo, a Sanchez je već morao reagirati. Anel Husić, koji je ponovno “krpao” i zaigrao kao zadnji vezni, izašao je već u 17. minuti. Zadnja loža, kažu prve informacije. Koliko ozbiljno, tek će se vidjeti, ali teško je vjerovati da će biti spreman za Varaždin. A kako je susret odmicao, tako su problemi za Rijeku samo nastavili rasti. Radeljić i Dantas došli su do četvrtog žutog kartona i otpadaju za sljedeće kolo, Ante Oreč otišao je i korak dalje, zaradio drugi žuti, odnosno isključujući crveni karton, pa ni na njega Sanchez ne može računati. U jednom popodnevu Rijeka je ostala bez još nekoliko važnih rješenja, a kadar koji je i inače bio tanak sada je doveden do ruba pucanja. Jer, ovo više nije slaganje idealnih 11, nego sastavljanje funkcionalnih 11. Nakon pet uzastopnih SHNL utakmica u kojima nije bio niti na klupi, 19-godišnji Lovro Kitin vratio se među pričuve protiv Dinama, a sada se vrlo lako može dogoditi da izravno uskoči u početnu postavu. Mladi stoper ove sezone ima tek 23 minute prvoligaškog nogometa, ali okolnosti su takve da bi, uz sigurnog Majstorovića, mogao biti jedina prirodna opcija u srcu obrane. Ne zato što je to dugoročni plan, nego zato što Rijeka sad nema luksuz biranja, Kitin se nameće kao jedini prirodni stoper iz šireg kruga prve momčadi koji je realno dostupan. Druga opcija je nova improvizacija. I to ne mala. Barca je odradio suspenziju i vraća se u konkurenciju, a upravo bi on mogao biti jedno od rješenja za zadnju liniju. Kao zadnji vezni ionako često dolazi po loptu duboko, spušta se među stopere i otvara igru iz posljednje linije, pa nije nezamislivo da ga Sanchez u ovakvoj situaciji doista tamo i pošalje. Idealno? Nije. Moguće? Apsolutno jest. Baš zato bi se u prvih 11 mogao pojaviti i pomalo zaboravljeni Dejan Petrovič, vrlo vjerojatno na poziciji Dantasa. Nije to sada više pitanje rotacije ili traženja svježine, nego jednostavno nužnosti. Netko mora uskočiti, netko mora odraditi minute, netko mora preuzeti odgovornost, pa čak i oni koji su na izlaznim vratima s Kvarnera. Nepoznanica je puno, previše, i sasvim je sigurno da ovakva Rijeka zajedno nije igrala ni na treningu, a kamoli u utakmici ovakve težine. U cijeloj toj šumi loših vijesti ipak postoji i jedna dobra. Devetak se riješio suspenzije, a kako stvari stoje i problem sa zglobom je iza njega, pa bi trebao biti na raspolaganju Sanchezu. U ovakvoj situaciji to je praktički kapitalna vijest. Ne samo zato što vraća kvalitetu, nego zato što vraća i prijeko potrebnog igrača u rotaciju. U ovom trenutku svaki igrač je bitan. Baš svaki. A važnost utakmice dodatno pojačava i sama tablica, ali i međusobni omjer. Ovo je dvoboj za treću poziciju, gdje Riječanima, žele li se vratiti na to europsko mjesto, igra samo pobjeda. Varaždinci u dosadašnja tri međusobna susreta imaju dvije pobjede, Rijeka jednu, uz 4:4 gol-razliku. To znači da je Riječanima dovoljna i minimalna pobjeda kako bi u slučaju istog broja bodova bili ispred Varaždina. I zato ova utakmica dobiva još veću težinu. Sanchez, jasno, neće mirno spavati. Ne zato što ne zna što želi, nego zato što u ovom trenutku više ni nema previše izbora. Trebat će odvagnuti koga gurnuti u vatru, gdje riskirati, gdje zatvoriti bokove, kako presložiti sredinu, a da momčad ipak ostane konkurentna u utakmici koja joj doslovno može odrediti sezonu. Prostora za kalkulacije jednostavno – nema, baš kao ni previše izbora.
Zbog velike pogreške nemaju šanse ući u HNL! Doznajemo: Zahtjev im neće proći;Nogomet;Rudeš je sve bliže najvišem rangu hrvatskog nogometa nakon pobjede protiv Hrvaca 2:1. Cibalia i Dugopolje zaostaju sedam bodova šest kola prije kraja natjecanja u Prvoj NL, a Sesvete, koje drže drugo mjesto s četiri boda manje od Rudeša, nisu u roku poslale zahtjev za licencu za SHNL i, prema neslužbenim informacijama koje imamo, neće je dobiti. Sesvećani su nakon osam uzastopnih pobjeda u Prvoj NL pali u formi, poraženi su od Hrvaca, da bi potom odigrali 1:1 s Croatijom iz Zmijavaca. Može se razumjeti da igrači nemaju pravi motiv jer u elitu ne mogu. HNS je odavno objavio koji su klubovi u propisanom roku do 31. siječnja 2026. godine podnijeli zahtjev za licencu. Sesvete su je tražile samo za Prvu NL, a ne i za SHNL. Kako je nisu tražile, ne mogu je ni dobiti. Doduše, potaknuti izvrsnim rezultatima, klupski su se čelnici dosjetili ipak naknadno obratiti se HNS-u i zatražiti licencu za SHNL daleko nakon roka, nekih dva mjeseca. Komisija za licenciranje će im odgovoriti, a prema našim izvorima odgovor će biti negativan. Prijava nakon roka neće se prihvatiti. Sesvete neće imati licencu te stoga nisu kandidat za SHNL, iako će im ostati još pravni koraci. To što se u međuvremenu pisalo da bi igrali u Velikoj Gorici po svemu sudeći neće biti bitno, ali taj je stadion opcija i Rudešu. Rudeš je u odličnoj poziciji za povratak šest kola do kraja, premda u završna tri ima najteže suparnike koji ga prate na tablici – Cibaliju, Dugopolje i Sesvete. Pritom su Cibalia i Dugopolje uredno zatražili licencu za SHNL. HNS je objavio kako će odluke u prvom stupnju donijeti najkasnije do 27. travnja, a objaviti najkasnije do 30. travnja. Tko ne dobije licencu može u roku od osam dana podnijeti žalbu, a Žalbeno tijelo će konačne odluke donijeti do 27. svibnja, dok će objavljene biti do 29. svibnja.
Zlatko Dalić otkrio o čemu je pričao s Guardiolom: ‘Dobili smo informacije iz prve ruke...‘;Nogomet;Delegacija HNS-a i hrvatske reprezentacije, predvođena izbornikom Zlatkom Dalićem, susrela se u Manchesteru s trenerom Manchester Cityja, Pepom Guardiolom, s kojim je razgovarala o dvojici hrvatskih reprezentativaca u redovima aktualnog engleskog prvaka, Mateu Kovačiću i Jošku Gvardiolu. Dalić je u Manchester stigao u društvu tehničkog direktora A i U-21 reprezentacije, Stipe Pletikose, te članova svog stožera, pomoćnika Vedrana Ćorluke i trenera za kondicijsku pripremu, Luke Milanovića. Hrvatska delegacija prisustvovala je u nedjelju premierligaškom derbiju između Manchester Cityja i Arsenala, nakon čega su se sastali s hrvatskim dvojcem, Kovačićem i Gvardiolom, i razgovarali o njihovu oporavku nakon ozljede i predstojećem FIFA Svjetskom prvenstvu u Kanadi, Meksiku i SAD-u. Dan kasnije, hrvatsku delegaciju u svom je uredu u trening-centru Manchester Cityja ugostio trener Cityja Pep Guardiola, s kojim su izbornik Dalić i suradnici razgovarali o statusu hrvatskih reprezentativaca i njihovu stanju nakon težih ozljeda. Mateo Kovačić nedavno se vratio na teren nakon duljeg izbivanja, dok je Joško Gvardiol u fazi oporavka koja teče prema predviđenom programu. - Zahvaljujem kolegi Guardioli na izdvojenom vremenu i srdačnoj dobrodošlici u njegovu uredu, bilo nam je zadovoljstvo podijeliti razmišljanja o nogometu, pripremi ekipe i izazovima trenerskog posla s jednim od najboljih i najuspješnijih trenera svih vremena. Zadovoljstvo je čuti da s velikim respektom govori o hrvatskom nogometu i svemu što je ostvarila hrvatska reprezentacija proteklih godina. Čestitali smo mu na uspjehu u važnoj utakmici protiv Arsenala te poželjeli uspjeh u neizvjesnoj utrci za naslovom prvaka, prvenstveno, naravno, zbog našeg dvojca u redovima Cityja. - Lijepo je čuti s kolikim poštovanjem Guardiola govori o igračkim vještinama, ali i ljudskim vrlinama Matea i Joška, drago nam je što imaju takav status u jednom od najboljih klubova na svijetu. Dobili smo iz prve ruke informacije o njihovu oporavku, naravno da računamo da na Svjetskom prvenstvu opet budu među našim nositeljima igre, što mogu biti jedino ako su potpuno zdravi. Bilo je ugodno s njima provesti večer, s obzirom na to da se nismo mogli vidjeti u Orlandu, lijepo ih je vidjeti nasmijane i vedre. Raduje me što su oni vrlo optimistični, osjećam veliki motiv da budu spremni pomoći reprezentaciji na SP-u, a ujedno i doprinijeti Cityju u završnici sezone, posebno Mateo koji već konkurira za ekipu. Želim im samo zdravlje, Mateu dobru minutažu, a Jošku nastavak uspješnog oporavka - poručio je izbornik Zlatko Dalić. Delegacija Saveza i reprezentacije tom je prigodom Guardioli uručila personalizirani dres s brojem četiri, kao i posebno dizajnirani šah.
Cedevita petom pobjedom zaredom s dna došla na rub plasmana u doigravanje;Košarka;"Do pete pobjede zaredom došli su u 30. kolu SuperSport Premijer lige košarkaši Cedevite, koji su od borbe za ostanak došli na rub plasmana u doigravanje. U Sutinskim vrelima je u nedjelju pao Samobor, najugodnije sezone košarkaške sezone u Hrvata, dok je društvo s Velesajma nastavilo ""preporod"" u režiji Vladimira Krstića, četvrtog trenera Cedevite Junior ove sezone. Nakon boljeg otvaranja gostiju iz Samobora, koji su u šestoj minuti poveli 14:8, Cedevita je serijom 16-8 preuzela kontrolu rezultata i Krstićevi momci se sve do kraja više ""nisu okrenuli"". Ponovo je šuterski raspoložen bio Sincere Carry s 20 poena, uz sedam od 12 iz igre (trice 4-7), dobre role odradili su i Mate Kalajžić, Lukša Buljević i Jordan Gainey s po tri pogođene trice i kombinirana 44 poena, dok su svoj doprinos pobjedi dala i dvojica mladića, Niko Šare i Lovre Pešić... ZAGREB - SD Sutinska vrela. Gledatelja 250. Suci: Mustapić, Pavičić i Tomić. CEDEVITA JUNIOR: Stojić, Gainey 13, Pešić 8p, 9s, Šare 8p, 5s, 3a, Buljević 14p, 3s, 3a, Zemljić 2, Subašić 2, Daniels 2p, 3s, Krstanović 2p, 6s, 3a, 3ul, Kalajžić 17p, 4s, 3ul, Ivančić, Carry 20p, 4a, 5il. SAMOBOR: Burns 9p, 3s, 8a, 3ul, 3il, Mirčeta 11p, 3s, Cinac 23p, 7s, Šola, Babić 9p, 5s, 4a, 3il, Zagoršak 7, Levanić-Kutni 5p, 3ul, Kos 4, Udovičić, Coles 4p, 6s, 5il, Porobić 3."
U Splitu je priličan cirkus, a Hrvatska bi iduće godine mogla dobiti prvog NBA All-Stara;Košarka;Split je u sezonu krenuo loše, pogrešnom selekcijom, pa su se probali krpati, pa su doveli trenera Rajkovića, a igra im je takva da se teško čovjek može za nešto uhvatiti. I da ostanu u ABA ligi, što će biti jako teško, dio ljudi ne želi biti u toj ligi i sve skupa je priličan cirkus. A u prvenstvu imaju zalihu da održe drugo mjesto. Iako bi i Split i Cibona mogli htjeti izbjeći Dubravu, koja im je nezgodna. Split ju je tijesno dobio, Cibona dvaput izgubila - ispričao je Puljić. NBA liga došla je do doigravanja. - Nakon više od deset godina nemamo igrača u play-offu. A opet, iduća sezona mogla bi biti najbolja sezona Ivice Zupca, možda i ode na All-Star! Ovisno o tome kako će kliknuti s Haliburtonom. Ne zaboravimo da je Indiana prošle godine igrala u finalu NBA lige, a ako će se Haliburton vratiti u formu u kakvoj je bio prije ozljede, opet mogu daleko - smatra Puljić.
Lamelo Ball košem pet sekundi prije kraja izbacio Miami, Phoenix prosuo sve u ludoj završnici;Košarka;Korak smo bliže konačnoj slici NBA doigravanja nakon što su završene prve utakmice play-ina. U utakmicama devete i desete najbolje ekipe na Istočnoj konferenciji svoju priču za ovu sezonu zaključio je Miami Heat, dok su se na Zapadu susreli sedma i osma momčad konferencije, a kao pobjednik su izašli Portland Trailblazersi i ugrabili mjesto u play-offu. Na Istoku su Charlotte Hornetsi u drami produžetka srušili Miami Heat (127:126). Čovjek odluke u redovima Hornetsa bio je LaMelo Ball, koji je zabio za pobjedu pet sekundi prije kraja, uz to ubacio 30 poena i dodao 10 asistencija, a pomogao mu je i Miles Bridges s 28 poena i 9 skokova. Kod Heata najbolji na terenu bio je Davion Mitchell s 28 poena. Tako je za Heat završena NBA sezona, dok će Hornetsi ulaznicu za doigravanje tražiti protiv poraženog iz sudara Philadelphia 76ersa i Orlando Magica. U drugom susretu noći, na Zapadnoj konferenciji, u doigravanje su ušli Portland Trail Blazersi, koji su slomili Phoenix Sunse (114:110) i tako ih ostavili u play-inu, u kojem će posljednju ulaznicu za doigravanje tražiti protiv boljeg iz okršaja LA Clippersa i Golden State Warriorsa. Trailblazersi će u doigravanju igrati protiv San Antonio Spursa. Da stvar bude gora za Sunse, koji su uostalom bili i domaćini, samo 18 sekundi prije kraja imali su vodstvo 110:109 i pobjedu u rukama. Ipak, Deni Avdija je polaganjem i slobodnim bacanjem doveo Trail Blazerse na +2, dok je pobjedu sekundu prije kraja potvrdio Jerami Grant Upravo je Avdija bio prvo ime dvoboja. Ubacio je 41 poen, tome dodao sedam skokova i 12 asistencija. Snažan otpor pružio je Jalen Green u redovima Sunsa s 35 poena, Devin Booker dodao je 22, no nije bilo dovoljno...
Uzbudljiv kraj prvog dijela NBA sezone: Ovo su parovi za play-off i play-in;Košarka;"Utakmicama u nedjelju uvečer i ponedjeljak ujutro zaključena je regularna sezona te je tako određen kostur za doigravanje, a uz to su poznati i svi parovi play-ina. U Istočnoj konferenciji bolji u sudaru Miami Heata i Charlotte Hornetsa igrat će protiv gubitnika u srazu Philadelphia 76ersa i Orlando Magica za posljednje, osmo mjesto konferencije u doigravanju, dok će pobjednik potonjeg dvoboja u doigravanje kao sedma momčad konferencije. Na Zapadu će se, pak, za sedmo mjesto u doigravanju boriti Phoenix Sunsi i Portland Trail Blazersi, dok će gubitnik posljednji ""vlak"" za doigravanje tražiti protiv pobjednika utakmice LA Clippersa i Golden State Warriorsa. Poznato je, jasno, i tko se križa s kime. Na Zapadu tako prvoplasirani Oklahoma City Thunder čeka osmu momčad konferencije, drugoplasirani San Antonio ide na sedmu momčad, treći su Denver Nuggetsi koji će igrati protiv šestih Minnesota Timberwolvesa, dok će četvrti Los Angeles Lakersi ići na petu momčad konferencije, Houston Rocketse. Na Istoku Detroit Pistonsi kao vodeća momčad konferencije čekaju posljednjeg putnika iz te strane kostura, drugi Boston Celticsi će igrati protiv sedme momčadi konferencije, New York Knicksi su treći i igrat će protiv šestih Atlanta Hawksa, a Cleveland Cavaliersi, koji su četvrti, igrat će protiv Toronto Raptorsa. Sve se serije igraju u ""best of 7"" formatu, odnosno četiri pobjede osiguravaju prolazak u sljedeću fazu natjecanja. Bolje rangirana momčad ima prednost da se posljednja, sedma utakmica (ako do nje dođe) igra na domaćem parketu."
NBA konačni obračun: Tko hvata peto mjesto, a tko pada u play-in?;Košarka;U noći s petka na subotu sve su NBA momčadi odigrale svoje 81. utakmice u sezoni, a u noći s ponedjeljka na utorak odigrat će preostalu utakmicu. Već uoči posljednjih podbacivanja jasno je tko su momčadi koje će nastaviti postsezonu, nema tu dilema, a posve je jasno da ljetni raspust stiže za one najslabije ove sezone, pa će Bucksi, Bullsi, Netsi, Pacersi i Wizardsi s Istoka te Pelicansi, Grizzliesi, Mavsi, Jazz i Kingsi sa Zapada krenuti u stvaranje novih momčadi s kojima bi im iduća sezona, posebno nakon NBA drafta, bila bolja od upravo završene. Međutim, prije nego što se krenu sklapati projekti za sljedeću sezonu, treba se razriješiti ova. Na Istoku je jasno da će Pistonsi kao prvi u doigravanje, da će drugi biti Celticsi, treći Knicksi, četvrti Cavsi. Borba će se u posljednjem kolu voditi za peto i šesto mjesto, posljednja koja nose mogućnost izbjegavanja neugodnog play-ina. Trenutačno petu poziciju sa skorom 46-35 drže Hawksi, ali odmah iza njih su Raptorsi 45-36. Štoviše, pobjeda kanadske momčadi u posljednjoj utakmici (Brooklyn) i istovremeni poraz Atlante (Miami) mogla bi Toronto dignuti na peto mjesto zbog boljeg međusobnog omjera. Orlando ima isti omjer kao Toronto, ali ne može do petog mjesta jer i u slučaju identičnog konačnog omjera (46-35) za sve tri momčadi, u tom trokutu će profitirati Hawksi kao pobjednici Southeast divizije. Za šesto mjesto također postoji troboj – Toronto, Orlando i Philadelphia (44-37), ali potonji mogu završiti šesti samo ako svladaju Buckse te dočekaju poraze i Toronta i Orlanda. Što se začelja tiče, sigurno je da Charlotte i Miami ne mogu iznad devetog mjesta, ali je ostalo za odlučiti tko će od ta dva kluba biti deveti, te time imati prednost domaćeg terena u međusobnom srazu 1. kola play-ina. Heat može preuzeti deveto mjesto od Hornetsa samo ako svlada Atlantu, a Charlotte izgubi od Knicksa. Na Zapadu je jasno da su Oklahoma City i San Antonio na prve dvije pozicije. Što se tiče trećeg mjesta, tu odlučuju Denver Nuggetsi (53-28) i LA Lakersi (52-29), a u slučaju da nakon 82 utakmice imaju identičan omjer – što nije nerealno jer Jokić i društvo mogu izgubiti posljednju utakmicu od San Antonia, a Lakersi dobiti Utah – “gore” idu LeBron & Co. zbog boljeg međusobnog skora. Za Lakerse je dobra stvar da kako god u prvom krugu doigravanja imaju prednost domaćeg terena jer Houston (51-30) ih ne može preskočiti ni u kakvom scenariju, čak i ako imaju identičan omjer. Nadalje, zna se da Minnesota i Phoenix ne mogu nikamo sa šestog, odnosno sedmog mjesta, kao što je jasno i da će Warriorsi završiti sezonu na desetom mjestu. “Otvoreno” je osmo mjesto, a Clippersi i Blazersi trenutačno su poravnati sa skorom 41-40. Clippersi drže tiebreaker, pa u slučaju pobjede ili poraza jednih i drugih, oni će biti osmi. Clippersi igraju posljednju utakmicu protiv Warriorsa, dok Portland dočekuje Kingse. Podsjetimo kako se play-in format igra na jednu utakmicu. U prvom se kolu sučeljavaju sedmi i osmi te deveti i deseti. Tko pobijedi u okršaju sedmog i osmog ide u play-off te će u prvoj rundi igrati protiv drugoplasirane momčadi. Poraženi iz okršaja sedmog i osmog imat će priliku za “popravni” jer će igrati s pobjednikom okršaja devetog i desetog, a ta će pak utakmica dati posljednjeg sudionika doigravanja. I suparnika prvih nositelja Istoka (Detroit) i Zapada (Oklahoma). Play-in će se igrati između 14. i 17. travnja, dok doigravanje kreće 18. travnja. Prva utakmica velikog finala neće početi prije 3. lipnja.
Bliži li se kraj ere? Slijedi burno ljeto za Simeonea i veterane, a u igri su i novi vlasnici;Nogomet;"Diego Simeone prvoklasna je ""greška"" modernog nogometa. U eri kada treneri imaju rok trajanja jedva dulji od jogurta, pa je u trendu promijeniti trojicu ili, čak, četvoricu stratega u jednoj sezoni, argentinski stručnjak sedam dana prije 56. rođendana odbrojava do ""prvih 800"" na klupi Atlético Madrida. Iako je ""Cholo"" po ovome spektakularna anomalija suvremene igre, svejedno je, ipak, i baštinik modernih zakona jer svoje umijeće ne prodaje jeftino, nego je već godinama najskuplji trener na svijetu. Colchonerosi su se u ovoj sezoni odjavili iz prvenstvenog maratona i sveli ga na bitku između Barcelone i Reala Madrida, u subotu im je iz ruku iskliznuo i Kup kralja, ali Simeoneova družina drži glavu iznad vode u elitnom natjecanju i sanja sveti gral. Liga prvaka jedini je trofej koji mu nedostaje u osobnoj trofejnoj rinici, koju je ukrasio s ukupno osam ""kanti"" u madridskom mandatu - s dvije La Lige i dvije Europske lige - ali ne i klempavim trofejem, na putu do kojega je dvaput zapinjao u finalu protiv Real Madrida. ""Treću sreću"" će loviti ove godine, a ako preko leđa Arsenala izbori finale u Budimpešti, bit će mu to točno 800. utakmica na klupi Atlética. Hoće li mu, možda, biti i posljednja? Šuškanja koja stižu iz španjolskih medija ne upućuju na glasne alarme u utrobi Wande Metropolitano, ali niti ""vječnog"" trenera više ne mimoilaze kritike, a za to imaju 24 milijuna (eura) razloga. Tolika je Simeoneova plaća (prije poreza) prema važećem ugovoru, a na vrhuncu se ona penjala i preko 30 milijuna, ali prilikom sklapanja aktualnog ugovora, prije dvije godine, pristao je na smanjenje plaće, iako su u stavke ugrađeni bogati bonusi i nagrade u slučaju trofeja. Prve, ozbiljnije uzbune odjekivale su prije dvije godine, kada je Simeone povezao dvije sezone bez trofeja, koje su se, pak, do danas protegnule na njih čak četiri, a ne odu li njegove trupe do pehara u Ligi prvaka, za naslov neće znati od 2021., kada su pokorili konkurenciju u prvenstvu. Iako njegove usluge nisu jeftine, u 15 godina mandata neposredno je obogatio klupsku blagajnu za čak 1,36 milijardi eura jer je to ukupan iznos za koji su transferirani igrači iz Atlética, a niti jedan trener ga po tome nije nadmašio. Najbliži je Pep Guardiola, čiji su igrači u istom razdoblju prodani za 1,13 milijardi eura. Simeoneov ugovor teče sve do ljeta iduće godine, što mu, barem na papiru, garantira još jednu sezonu, ali nije nemoguće da će biti pod povećalom na kraju ove kampanje, osim ako ne režira povijesni doseg u Ligi prvaka, gdje figurira kao najmanji favorit za to pored Bayerna, PSG-a i Arsenala. U pozadini terena prethodnih se mjeseci u Atléticu odvijala rekonstrukcija vlasništva, pa je u studenome prošle godine Apollo Global Management, američka kompanija, kupila 55 posto dionica i postala većinski vlasnik, što će donijeti svježu krv i novu perspektivu, a možda i drugačije ideje o budućnosti. Jedna od njih je, dakle, možda i rastanak sa Simeoneom, koji je - tvrdi to španjolski novinar Roberto Gómez - jedan od petorice aktera koji će ovo ljeto vagati budućnost u Atléticu. Ostala četvorica su članovi kluba ""30+"": Antoine Griezmann (35), Koke (34), Jan Oblak (33) i José María Giménez (31). Trener je, ironično, postao žrtva svoga uspjeha jer je trofejima i pobjedama podigao letvicu, pa mu se sezona poput ove - u kojoj će potencijalno opet ostati praznih ruku, kao i u četiri prethodne - etiketira isključivo kao neuspjeh. - Ne razmišljam o Arsenalu. Ovo me jako boli jer smo trebali pobijediti, ali nismo mogli. No, način na koji smo se borili daje mi mir - rekao je Simeone nakon poraza od Real Sociedada u finalu Kupa. Iako u svakoj utakmici juriša uz aut-liniju i ""igra"" sa svojom momčadi, nakon finala je djelovao iscrpljeno, isušeno, pobijeđeno. Hoće li pronaći novu dozu energije za završnicu Lige prvaka? Može li sada, kada su ga svi otpisali, kreirati najveći podvig u karijeri? Teško, ali nogomet je pisao i čudnije priče. O tome će, pak, potencijalno ovisiti njegova sudbina u Atléticu, kojega će u budućnosti biti zahtjevno zamisliti bez Diega Simeonea i njegovih ""ludorija"" pokraj terena."
